"term","definition","source","language","country","normalized"
"Accy","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","accy"
"ace","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ace"
"ace-aro","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acearo"
"ace boon coon","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acebooncoon"
"aceness","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aceness"
"aces and spaces","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acesandspaces"
"acey-deucey","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aceydeucey"
"achievement whore","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","achievementwhore"
"acid","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acid"
"acidhead","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acidhead"
"ackers","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ackers"
"acorn","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acorn"
"AC Plonk","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acplonk"
"acquihire","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","acquihire"
"Actaeon","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","actaeon"
"action","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","action"
"'ad","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ad"
"Adam and Eve on a raft","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adamandeveonaraft"
"Adam Tiler","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adamtiler"
"Addie","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","addie"
"add to the list","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","addtothelist"
"addy","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","addy"
"-adelic","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adelic"
"adlay","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adlay"
"Admiral's eighth","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","admiralseighth"
"Admiralty ham","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","admiraltyham"
"adopt","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adopt"
"adoption","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adoption"
"adorables","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adorables"
"adorabubble","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adorabubble"
"ADR","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adr"
"adrip","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adrip"
"Adrol","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adrol"
"adult","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adult"
"adulting","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","adulting"
"aero","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aero"
"AFChick","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","afchick"
"a few roos loose in the top paddock","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","afewrooslooseinthetoppaddock"
"affair","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","affair"
"affy","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","affy"
"African golf","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","africangolf"
"African massage","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","africanmassage"
"African't","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","africant"
"African time","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","africantime"
"African toothache","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","africantoothache"
"Africoon-Americoon","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","africoonamericoon"
"Afrocoon","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","afrocoon"
"Afrocrat","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","afrocrat"
"aft","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aft"
"after a while, crocodile","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","afterawhilecrocodile"
"afterclap","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","afterclap"
"afternoonified","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","afternoonified"
"AG","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ag"
"agate","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","agate"
"A-gay","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","agay"
"Aggieland","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aggieland"
"aggravator","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aggravator"
"aggressive","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aggressive"
"aggro","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aggro"
"aggy","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aggy"
"agony box","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","agonybox"
"agony-pipe","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","agonypipe"
"agribiz","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","agribiz"
"-ahh","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ahh"
"Ah Kong","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ahkong"
"ahlie","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ahlie"
"Ah Long","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ahlong"
"ah neh","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ahneh"
"Ah Soh","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ahsoh"
"ai","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ai"
"AIDS","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aids"
"aight","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aight"
"aii","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aii"
"aintcha","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aintcha"
"ain't nothing but a thang","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aintnothingbutathang"
"a into g","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aintog"
"air","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","air"
"airbag","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airbag"
"airball","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airball"
"air biscuit","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airbiscuit"
"airbrain","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airbrain"
"air commode","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aircommode"
"Airedale","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airedale"
"airgasm","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airgasm"
"air-girl","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airgirl"
"airheaded","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airheaded"
"airheadedness","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airheadedness"
"air off","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airoff"
"air one's dirty laundry in public","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aironesdirtylaundryinpublic"
"air out","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airout"
"airtist","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","airtist"
"aisle sitter","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","aislesitter"
"ajebutter","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ajebutter"
"AK","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","ak"
"a kangaroo loose in the top paddock","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","akangaroolooseinthetoppaddock"
"akh","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","akh"
"akimbo","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","akimbo"
"Alcan","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","alcan"
"alchemy","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","alchemy"
"al-CIAda","Slang term listed in Wiktionary (English_slang)","Wiktionary","en","EN","alciada"
"2 girls 1 cup","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","2girls1cup"
"2g1c","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","2g1c"
"4r5e","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","4r5e"
"5h1t","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","5h1t"
"5hit","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","5hit"
"5ht","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","5ht"
"a s s","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ass"
"a s shole","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","asshole"
"a55","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","a55"
"a55hole","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","a55hole"
"abbo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","abbo"
"abeed","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","abeed"
"abuse","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","abuse"
"acrotomophilia","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","acrotomophilia"
"africoon","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","africoon"
"ahole","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ahole"
"alabama hot pocket","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","alabamahotpocket"
"alaskan pipeline","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","alaskanpipeline"
"alligator bait","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","alligatorbait"
"amcik","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","amcik"
"anal","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","anal"
"analannie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","analannie"
"analprobe","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","analprobe"
"analsex","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","analsex"
"andskota","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","andskota"
"anilingus","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","anilingus"
"anus","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","anus"
"apeshit","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","apeshit"
"ar5e","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ar5e"
"arabush","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","arabush"
"arabushs","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","arabushs"
"areola","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","areola"
"areole","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","areole"
"argie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","argie"
"armo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","armo"
"armos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","armos"
"arrse","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","arrse"
"arschloch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","arschloch"
"arse","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","arse"
"arsehole","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","arsehole"
"aryan","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","aryan"
"ash0le","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ash0le"
"ash0les","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ash0les"
"asholes","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","asholes"
"ass monkey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assmonkey"
"ass-fucker","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assfucker"
"ass-hat","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","asshat"
"ass-pirate","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","asspirate"
"assbag","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbag"
"assbagger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbagger"
"assbandit","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbandit"
"assbang","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbang"
"assbanged","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbanged"
"assbanger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbanger"
"assbangs","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbangs"
"assbite","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assbite"
"assblaster","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assblaster"
"assclown","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","assclown"
"asscock","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","asscock"
"asscowboy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","asscowboy"
